id;date_text;event_ref;context
d23;1864 г.;;13 И. Ярмарки Ярмарки в Енисейской губернии вообще незначительны, что видно из ведомости под № 16. В 1864 г. всех ярмарок считалось 34, но съезд торговцев и продажа товаров была только на 15. Привоз на оные товаров в 1864 г. простирался до 179 495 руб., а продажа до 80 975 руб. Й. Сельские обыватели Государственные крестьяне составляют большую половину всего народонаселения губернии. В числе крестьян считаются переселенцы из других губерний империи, коих с 1852 по 1865 г., с разрешения правительства, водворено 8 133 муж. и 7 706 жен. пола душ. Главный предмет их занятий составляет хлебопашество. В 1864 г. уволено было на промысла Енисейской губернии из домохозяев для работ на частных золотых приисках крестьян — 1 428 и поселенцев — 1 740 человек. Участки земель этих людей обрабатывались исправно и пропитание оставшихся дома семейств было достаточно обеспечено. К. Инородцы Инородцев в Енисейской губернии считалось в 1864 г. — 43 879. По степени образа жизни они разделяются на три разряда: оседлых, кочующих и бродячих. Из инородцев, находящихся в Енисейской губернии, тунгусы, остяки, юраки, самоеды, долганы и якуты, коих считается до 7 782, обитают в северных местах Енисейского округа, остальные же татарского племени, находятся в Минусинском и Ачинском округах. Бродячие инородцы занимаются исключительно звериным и рыбным промыслом, что составляет единственный источник их существования. Кочевые инородцы занимаются также звериным и рыбным промыслом, но главнее скотоводством, не чуждаясь, впрочем, и хлебопашества. Небольшая часть оседлых инородцев, усвоив крестьянский образ жизни, занимается хлебопашеством, скотоводством
d24;1864 г.;;13 И. Ярмарки Ярмарки в Енисейской губернии вообще незначительны, что видно из ведомости под № 16. В 1864 г. всех ярмарок считалось 34, но съезд торговцев и продажа товаров была только на 15. Привоз на оные товаров в 1864 г. простирался до 179 495 руб., а продажа до 80 975 руб. Й. Сельские обыватели Государственные крестьяне составляют большую половину всего народонаселения губернии. В числе крестьян считаются переселенцы из других губерний империи, коих с 1852 по 1865 г., с разрешения правительства, водворено 8 133 муж. и 7 706 жен. пола душ. Главный предмет их занятий составляет хлебопашество. В 1864 г. уволено было на промысла Енисейской губернии из домохозяев для работ на частных золотых приисках крестьян — 1 428 и поселенцев — 1 740 человек. Участки земель этих людей обрабатывались исправно и пропитание оставшихся дома семейств было достаточно обеспечено. К. Инородцы Инородцев в Енисейской губернии считалось в 1864 г. — 43 879. По степени образа жизни они разделяются на три разряда: оседлых, кочующих и бродячих. Из инородцев, находящихся в Енисейской губернии, тунгусы, остяки, юраки, самоеды, долганы и якуты, коих считается до 7 782, обитают в северных местах Енисейского округа, остальные же татарского племени, находятся в Минусинском и Ачинском округах. Бродячие инородцы занимаются исключительно звериным и рыбным промыслом, что составляет единственный источник их существования. Кочевые инородцы занимаются также звериным и рыбным промыслом, но главнее скотоводством, не чуждаясь, впрочем, и хлебопашества. Небольшая часть оседлых инородцев, усвоив крестьянский образ жизни, занимается хлебопашеством, скотоводством
d25;1865 г.;;13 И. Ярмарки Ярмарки в Енисейской губернии вообще незначительны, что видно из ведомости под № 16. В 1864 г. всех ярмарок считалось 34, но съезд торговцев и продажа товаров была только на 15. Привоз на оные товаров в 1864 г. простирался до 179 495 руб., а продажа до 80 975 руб. Й. Сельские обыватели Государственные крестьяне составляют большую половину всего народонаселения губернии. В числе крестьян считаются переселенцы из других губерний империи, коих с 1852 по 1865 г., с разрешения правительства, водворено 8 133 муж. и 7 706 жен. пола душ. Главный предмет их занятий составляет хлебопашество. В 1864 г. уволено было на промысла Енисейской губернии из домохозяев для работ на частных золотых приисках крестьян — 1 428 и поселенцев — 1 740 человек. Участки земель этих людей обрабатывались исправно и пропитание оставшихся дома семейств было достаточно обеспечено. К. Инородцы Инородцев в Енисейской губернии считалось в 1864 г. — 43 879. По степени образа жизни они разделяются на три разряда: оседлых, кочующих и бродячих. Из инородцев, находящихся в Енисейской губернии, тунгусы, остяки, юраки, самоеды, долганы и якуты, коих считается до 7 782, обитают в северных местах Енисейского округа, остальные же татарского племени, находятся в Минусинском и Ачинском округах. Бродячие инородцы занимаются исключительно звериным и рыбным промыслом, что составляет единственный источник их существования. Кочевые инородцы занимаются также звериным и рыбным промыслом, но главнее скотоводством, не чуждаясь, впрочем, и хлебопашества. Небольшая часть оседлых инородцев, усвоив крестьянский образ жизни, занимается хлебопашеством, скотоводством
d26;1864 г.;;13 И. Ярмарки Ярмарки в Енисейской губернии вообще незначительны, что видно из ведомости под № 16. В 1864 г. всех ярмарок считалось 34, но съезд торговцев и продажа товаров была только на 15. Привоз на оные товаров в 1864 г. простирался до 179 495 руб., а продажа до 80 975 руб. Й. Сельские обыватели Государственные крестьяне составляют большую половину всего народонаселения губернии. В числе крестьян считаются переселенцы из других губерний империи, коих с 1852 по 1865 г., с разрешения правительства, водворено 8 133 муж. и 7 706 жен. пола душ. Главный предмет их занятий составляет хлебопашество. В 1864 г. уволено было на промысла Енисейской губернии из домохозяев для работ на частных золотых приисках крестьян — 1 428 и поселенцев — 1 740 человек. Участки земель этих людей обрабатывались исправно и пропитание оставшихся дома семейств было достаточно обеспечено. К. Инородцы Инородцев в Енисейской губернии считалось в 1864 г. — 43 879. По степени образа жизни они разделяются на три разряда: оседлых, кочующих и бродячих. Из инородцев, находящихся в Енисейской губернии, тунгусы, остяки, юраки, самоеды, долганы и якуты, коих считается до 7 782, обитают в северных местах Енисейского округа, остальные же татарского племени, находятся в Минусинском и Ачинском округах. Бродячие инородцы занимаются исключительно звериным и рыбным промыслом, что составляет единственный источник их существования. Кочевые инородцы занимаются также звериным и рыбным промыслом, но главнее скотоводством, не чуждаясь, впрочем, и хлебопашества. Небольшая часть оседлых инородцев, усвоив крестьянский образ жизни, занимается хлебопашеством, скотоводством
d27;1864 г.;;13 И. Ярмарки Ярмарки в Енисейской губернии вообще незначительны, что видно из ведомости под № 16. В 1864 г. всех ярмарок считалось 34, но съезд торговцев и продажа товаров была только на 15. Привоз на оные товаров в 1864 г. простирался до 179 495 руб., а продажа до 80 975 руб. Й. Сельские обыватели Государственные крестьяне составляют большую половину всего народонаселения губернии. В числе крестьян считаются переселенцы из других губерний империи, коих с 1852 по 1865 г., с разрешения правительства, водворено 8 133 муж. и 7 706 жен. пола душ. Главный предмет их занятий составляет хлебопашество. В 1864 г. уволено было на промысла Енисейской губернии из домохозяев для работ на частных золотых приисках крестьян — 1 428 и поселенцев — 1 740 человек. Участки земель этих людей обрабатывались исправно и пропитание оставшихся дома семейств было достаточно обеспечено. К. Инородцы Инородцев в Енисейской губернии считалось в 1864 г. — 43 879. По степени образа жизни они разделяются на три разряда: оседлых, кочующих и бродячих. Из инородцев, находящихся в Енисейской губернии, тунгусы, остяки, юраки, самоеды, долганы и якуты, коих считается до 7 782, обитают в северных местах Енисейского округа, остальные же татарского племени, находятся в Минусинском и Ачинском округах. Бродячие инородцы занимаются исключительно звериным и рыбным промыслом, что составляет единственный источник их существования. Кочевые инородцы занимаются также звериным и рыбным промыслом, но главнее скотоводством, не чуждаясь, впрочем, и хлебопашества. Небольшая часть оседлых инородцев, усвоив крестьянский образ жизни, занимается хлебопашеством, скотоводством
d28;1864 г.;;"14 и имеет домохозяйство с огородами при домах, но большая часть не занимается хозяйством, несмотря на изобилие удобных мест, и живет в дымных, холодных юртах. Причина тому: недостаток предприимчивости, природная лень и беспечность, а более всего — страсть к пьянству; за всем тем с упадком зверопромышленности хлебопашество у инородцев год от году увеличивается и быт начавших заниматься земледелием значительно улучшается. Из инородцев Ачинского и Минусинского округов до 36 тысяч душ обоего пола вероисповедания православного, остальные же идолопоклонники — последователи шаманов, заменяющих у них духовные лица. Инородцы вообще довольно миролюбивы и гостеприимны, но скрытны и мстительны. Разговорный язык инородцев Ачинского и Минусинского округов представляет в настоящее время смесь татарского с финским с присоединением многих русских слов; у них не только нет на природном языке никакой письменности, но даже нет никаких преданий. Л. Сельское хозяйство Важнейшую отрасль сельского хозяйства составляет хлебопашество. Оно преимущественно развито в южной части губернии, именно в Ачинском и Минусинском округах, но далеко не в цветущем состоянии, хотя с каждым годом запашка увеличивается; способы возделывания земли самые простые; кроме простой, весьма неудобной по тяжести, русской двухконной и одноконной сохи и простой, почти четырехугольной бороны с деревянными и железными зубьями пополам, других орудий не употребляется, земель никогда не удабривают и распахивают чрезвычайно мелко, оттого росту хлебов мешают сорные травы, исключения в последнем случае весьма редки, система хозяйства с залежами; обыкновенно пашут на одном месте 4, 5 — редко 6 лет и потом на такое же число лет оставляют прежние и распахивают новые места или же расчищают леса. В 1864 г. собрано в Енисейской губернии льну 45 044 пуд., конопля — 110 404 пуд., свеклы — 51 378 пуд. 37 1/2 фун."
d29;1863 г.;;"15 и табаку 533 пуд. 15 фун. Против 1863 г. более: свеклы на 16 433 пуд., менее: льну на 8 855 пуд., конопля на 11 766 пуд. и табаку на 569 пуд. 15 фун. Сверх того, в губернии водится и пчеловодство. В течение 1864 г. от 16 431 улья собрано меду 3 599 пуд. 15 фун. и воску 530 пуд. 221/4 фун. Против 1863 г. увеличилось: число ульев на 180; количество воску на 50 пуд. 193/4 фун., количество же меду уменьшилось на 279 пуд. 361/2 фун. М. Посев и урожай Средний урожай был сам четверть. Количество посева и урожая означено в прилагаемой ведомости под № 20. Вообще урожай хлеба в сравнении с 1863 г. был менее удовлетворительный. Н. Скотоводство Количество рабочего скота, главного пособия в сельском хозяйстве, показано под № 18. Полагая крестьянскую семью в 4 души мужского и женского пола, на каждое хозяйство причитается до 4 лошадей, до 3 голов рогатого и до 5 мелкого скота. Рогатый скот вообще простой сибирской породы, отличающейся малорослостию и дающей мало молока, а при убойке немного мяса и сала; небрежный уход и недостаточный корм в зимние месяцы сильно способствуют ухудшению и измельчанию породы; весь скот, за исключением дойных коров, в Ачинском и Минусинском округах большею частью пускается зимою в степи, где выгребая копытами из-под снегу сухую траву, едва утоляет голод, а при глубоких снегах и сильных морозах гибнет в большом количестве от холоду и голоду; в других местах скот хотя не выпускается в поле, но содержится в тесных пространствах, вовсе не покрытых и плохо огражденных, которые нимало не защищают животных от стужи и сырости. Летом на хороших пастбищах скот скоро поправляется, и если бы жители обращали более внимания на содержание его зимою, то и местная порода могла бы в течение некоторого времени улучшиться; доказательством может служить то,"
d30;1864 г.;;"15 и табаку 533 пуд. 15 фун. Против 1863 г. более: свеклы на 16 433 пуд., менее: льну на 8 855 пуд., конопля на 11 766 пуд. и табаку на 569 пуд. 15 фун. Сверх того, в губернии водится и пчеловодство. В течение 1864 г. от 16 431 улья собрано меду 3 599 пуд. 15 фун. и воску 530 пуд. 221/4 фун. Против 1863 г. увеличилось: число ульев на 180; количество воску на 50 пуд. 193/4 фун., количество же меду уменьшилось на 279 пуд. 361/2 фун. М. Посев и урожай Средний урожай был сам четверть. Количество посева и урожая означено в прилагаемой ведомости под № 20. Вообще урожай хлеба в сравнении с 1863 г. был менее удовлетворительный. Н. Скотоводство Количество рабочего скота, главного пособия в сельском хозяйстве, показано под № 18. Полагая крестьянскую семью в 4 души мужского и женского пола, на каждое хозяйство причитается до 4 лошадей, до 3 голов рогатого и до 5 мелкого скота. Рогатый скот вообще простой сибирской породы, отличающейся малорослостию и дающей мало молока, а при убойке немного мяса и сала; небрежный уход и недостаточный корм в зимние месяцы сильно способствуют ухудшению и измельчанию породы; весь скот, за исключением дойных коров, в Ачинском и Минусинском округах большею частью пускается зимою в степи, где выгребая копытами из-под снегу сухую траву, едва утоляет голод, а при глубоких снегах и сильных морозах гибнет в большом количестве от холоду и голоду; в других местах скот хотя не выпускается в поле, но содержится в тесных пространствах, вовсе не покрытых и плохо огражденных, которые нимало не защищают животных от стужи и сырости. Летом на хороших пастбищах скот скоро поправляется, и если бы жители обращали более внимания на содержание его зимою, то и местная порода могла бы в течение некоторого времени улучшиться; доказательством может служить то,"
d31;1863 г.;;"15 и табаку 533 пуд. 15 фун. Против 1863 г. более: свеклы на 16 433 пуд., менее: льну на 8 855 пуд., конопля на 11 766 пуд. и табаку на 569 пуд. 15 фун. Сверх того, в губернии водится и пчеловодство. В течение 1864 г. от 16 431 улья собрано меду 3 599 пуд. 15 фун. и воску 530 пуд. 221/4 фун. Против 1863 г. увеличилось: число ульев на 180; количество воску на 50 пуд. 193/4 фун., количество же меду уменьшилось на 279 пуд. 361/2 фун. М. Посев и урожай Средний урожай был сам четверть. Количество посева и урожая означено в прилагаемой ведомости под № 20. Вообще урожай хлеба в сравнении с 1863 г. был менее удовлетворительный. Н. Скотоводство Количество рабочего скота, главного пособия в сельском хозяйстве, показано под № 18. Полагая крестьянскую семью в 4 души мужского и женского пола, на каждое хозяйство причитается до 4 лошадей, до 3 голов рогатого и до 5 мелкого скота. Рогатый скот вообще простой сибирской породы, отличающейся малорослостию и дающей мало молока, а при убойке немного мяса и сала; небрежный уход и недостаточный корм в зимние месяцы сильно способствуют ухудшению и измельчанию породы; весь скот, за исключением дойных коров, в Ачинском и Минусинском округах большею частью пускается зимою в степи, где выгребая копытами из-под снегу сухую траву, едва утоляет голод, а при глубоких снегах и сильных морозах гибнет в большом количестве от холоду и голоду; в других местах скот хотя не выпускается в поле, но содержится в тесных пространствах, вовсе не покрытых и плохо огражденных, которые нимало не защищают животных от стужи и сырости. Летом на хороших пастбищах скот скоро поправляется, и если бы жители обращали более внимания на содержание его зимою, то и местная порода могла бы в течение некоторого времени улучшиться; доказательством может служить то,"
d32;1863 г.;;"15 и табаку 533 пуд. 15 фун. Против 1863 г. более: свеклы на 16 433 пуд., менее: льну на 8 855 пуд., конопля на 11 766 пуд. и табаку на 569 пуд. 15 фун. Сверх того, в губернии водится и пчеловодство. В течение 1864 г. от 16 431 улья собрано меду 3 599 пуд. 15 фун. и воску 530 пуд. 221/4 фун. Против 1863 г. увеличилось: число ульев на 180; количество воску на 50 пуд. 193/4 фун., количество же меду уменьшилось на 279 пуд. 361/2 фун. М. Посев и урожай Средний урожай был сам четверть. Количество посева и урожая означено в прилагаемой ведомости под № 20. Вообще урожай хлеба в сравнении с 1863 г. был менее удовлетворительный. Н. Скотоводство Количество рабочего скота, главного пособия в сельском хозяйстве, показано под № 18. Полагая крестьянскую семью в 4 души мужского и женского пола, на каждое хозяйство причитается до 4 лошадей, до 3 голов рогатого и до 5 мелкого скота. Рогатый скот вообще простой сибирской породы, отличающейся малорослостию и дающей мало молока, а при убойке немного мяса и сала; небрежный уход и недостаточный корм в зимние месяцы сильно способствуют ухудшению и измельчанию породы; весь скот, за исключением дойных коров, в Ачинском и Минусинском округах большею частью пускается зимою в степи, где выгребая копытами из-под снегу сухую траву, едва утоляет голод, а при глубоких снегах и сильных морозах гибнет в большом количестве от холоду и голоду; в других местах скот хотя не выпускается в поле, но содержится в тесных пространствах, вовсе не покрытых и плохо огражденных, которые нимало не защищают животных от стужи и сырости. Летом на хороших пастбищах скот скоро поправляется, и если бы жители обращали более внимания на содержание его зимою, то и местная порода могла бы в течение некоторого времени улучшиться; доказательством может служить то,"
d33;1864 г.;;"16 что рогатый скот, содержимый у некоторых поселенцев и переселенцев из внутренних губерний в сараях, защищенных от ветров, дождей и снега, хотя на простой, но обильной пище и тучнее, и значительно рослее. Овцеводство в значительных размерах развито в южных округах, овцы простой киргизской породы с небольшими курдюками; особых овчарен не устраивается, зимою овцы содержатся в обыкновенных теплых хлевах, но уход за ними гораздо лучший, нежели за рогатым скотом, а корм дается в изобилии и лучшего качества. О. Коннозаводство Конские заводы самые незначительные, находятся в Минусинском и частью в Канском округах. Местная рослая сибирская порода, давно уже ослабленная плохим содержанием, находится в значительном упадке и почти утратила свои хорошие качества — быстроту бега и крепость сил; лошади, за исключением рабочих, содержатся так же небрежно, как и рогатый скот. Конокрадство также в сильной степени препятствует распространению лучших пород лошадей. Испытаний крестьянским лошадям в течение 1864 г. не производилось. П. Народное продовольствие Ведомость о запасах продовольствия приложена при сем под № 19. В минувшем лете снято хлеба против 1863 г. менее: озимого 16 147 четвертей и ярового — 67 507 четвертей. II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ А. Общее состояние податей К 1864 г. осталось недоимок — 131 696 руб. 63 коп. Оклад сего рода составлял — 382 660 руб. 20 коп. К тому причислено — 5 872 руб. 351/4 коп. А всего следовало взыскать — 520 229 руб. 181/4 коп. В 1864 г. взыскано:"
d34;1863 г.;;"16 что рогатый скот, содержимый у некоторых поселенцев и переселенцев из внутренних губерний в сараях, защищенных от ветров, дождей и снега, хотя на простой, но обильной пище и тучнее, и значительно рослее. Овцеводство в значительных размерах развито в южных округах, овцы простой киргизской породы с небольшими курдюками; особых овчарен не устраивается, зимою овцы содержатся в обыкновенных теплых хлевах, но уход за ними гораздо лучший, нежели за рогатым скотом, а корм дается в изобилии и лучшего качества. О. Коннозаводство Конские заводы самые незначительные, находятся в Минусинском и частью в Канском округах. Местная рослая сибирская порода, давно уже ослабленная плохим содержанием, находится в значительном упадке и почти утратила свои хорошие качества — быстроту бега и крепость сил; лошади, за исключением рабочих, содержатся так же небрежно, как и рогатый скот. Конокрадство также в сильной степени препятствует распространению лучших пород лошадей. Испытаний крестьянским лошадям в течение 1864 г. не производилось. П. Народное продовольствие Ведомость о запасах продовольствия приложена при сем под № 19. В минувшем лете снято хлеба против 1863 г. менее: озимого 16 147 четвертей и ярового — 67 507 четвертей. II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ А. Общее состояние податей К 1864 г. осталось недоимок — 131 696 руб. 63 коп. Оклад сего рода составлял — 382 660 руб. 20 коп. К тому причислено — 5 872 руб. 351/4 коп. А всего следовало взыскать — 520 229 руб. 181/4 коп. В 1864 г. взыскано:"
d35;1864 г.;;"16 что рогатый скот, содержимый у некоторых поселенцев и переселенцев из внутренних губерний в сараях, защищенных от ветров, дождей и снега, хотя на простой, но обильной пище и тучнее, и значительно рослее. Овцеводство в значительных размерах развито в южных округах, овцы простой киргизской породы с небольшими курдюками; особых овчарен не устраивается, зимою овцы содержатся в обыкновенных теплых хлевах, но уход за ними гораздо лучший, нежели за рогатым скотом, а корм дается в изобилии и лучшего качества. О. Коннозаводство Конские заводы самые незначительные, находятся в Минусинском и частью в Канском округах. Местная рослая сибирская порода, давно уже ослабленная плохим содержанием, находится в значительном упадке и почти утратила свои хорошие качества — быстроту бега и крепость сил; лошади, за исключением рабочих, содержатся так же небрежно, как и рогатый скот. Конокрадство также в сильной степени препятствует распространению лучших пород лошадей. Испытаний крестьянским лошадям в течение 1864 г. не производилось. П. Народное продовольствие Ведомость о запасах продовольствия приложена при сем под № 19. В минувшем лете снято хлеба против 1863 г. менее: озимого 16 147 четвертей и ярового — 67 507 четвертей. II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ А. Общее состояние податей К 1864 г. осталось недоимок — 131 696 руб. 63 коп. Оклад сего рода составлял — 382 660 руб. 20 коп. К тому причислено — 5 872 руб. 351/4 коп. А всего следовало взыскать — 520 229 руб. 181/4 коп. В 1864 г. взыскано:"
d36;1864 г.;;"16 что рогатый скот, содержимый у некоторых поселенцев и переселенцев из внутренних губерний в сараях, защищенных от ветров, дождей и снега, хотя на простой, но обильной пище и тучнее, и значительно рослее. Овцеводство в значительных размерах развито в южных округах, овцы простой киргизской породы с небольшими курдюками; особых овчарен не устраивается, зимою овцы содержатся в обыкновенных теплых хлевах, но уход за ними гораздо лучший, нежели за рогатым скотом, а корм дается в изобилии и лучшего качества. О. Коннозаводство Конские заводы самые незначительные, находятся в Минусинском и частью в Канском округах. Местная рослая сибирская порода, давно уже ослабленная плохим содержанием, находится в значительном упадке и почти утратила свои хорошие качества — быстроту бега и крепость сил; лошади, за исключением рабочих, содержатся так же небрежно, как и рогатый скот. Конокрадство также в сильной степени препятствует распространению лучших пород лошадей. Испытаний крестьянским лошадям в течение 1864 г. не производилось. П. Народное продовольствие Ведомость о запасах продовольствия приложена при сем под № 19. В минувшем лете снято хлеба против 1863 г. менее: озимого 16 147 четвертей и ярового — 67 507 четвертей. II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ А. Общее состояние податей К 1864 г. осталось недоимок — 131 696 руб. 63 коп. Оклад сего рода составлял — 382 660 руб. 20 коп. К тому причислено — 5 872 руб. 351/4 коп. А всего следовало взыскать — 520 229 руб. 181/4 коп. В 1864 г. взыскано:"
d37;1864 г.;;"17  недоимок — 27 103 руб. 601/2 коп.;  оклада — 315 637 руб. 821/2 коп. Исключено:  недоимок — 11 918 руб. 461/2 коп.;  оклада — 10 485 руб. 453/4 коп. Итого: 365 145 руб. 351/4 коп. За тем осталось в недоимке — 155 083 руб. 83 коп. Более стало к 1864 г. на 23 387 руб. 20 коп. Б. Недоимки В числе сей недоимки состоит:  на мещанах — 25 031 руб. 431/2 коп.;  государственных крестьянах — 69 945 руб. 181/4 коп.;  временнообязанных крестьянах — 348 руб. 61/2 коп.;  поселенцах ведомства экспедиции о ссыльных — 82 259 руб. 143/4 коп. Всего: 155 083 руб. 83 коп. К взысканию податей и недоимок со стороны местного начальства приняты все зависящие от него законные меры, вследствие которых следующие от крестьян-старожилов подати изыскиваются сполна и большею частью прежде установленного срока, самая же большая часть недоимок остается: а) на крестьянах, переселившихся из внутренних губерний самовольно, которые, не получив поэтому никаких льгот и никакого от казны пособия, затрудняются в исправном платеже податей, и б) на крестьянах из поселенцев и на поселенцах, выбывших по разным случаям из мест водворения или сделавшихся неспособными к работам, за коих крестьянские общества в платеже податей и недоимок по закону не ответствуют, и потому все они подлежат исключению из окладов с числящеюся на них недоимкою, о чем собираются надлежащие сведения. В. Земские повинности Количество земских сборов простиралось, согласно Высочайше утвержденной смете земских повинностей на трехлетие с 1860 по 1863 г. и продолженной на 1863 и 1864 гг., до 169 549 руб. 391/2 коп."
d38;1863 г.;;"17  недоимок — 27 103 руб. 601/2 коп.;  оклада — 315 637 руб. 821/2 коп. Исключено:  недоимок — 11 918 руб. 461/2 коп.;  оклада — 10 485 руб. 453/4 коп. Итого: 365 145 руб. 351/4 коп. За тем осталось в недоимке — 155 083 руб. 83 коп. Более стало к 1864 г. на 23 387 руб. 20 коп. Б. Недоимки В числе сей недоимки состоит:  на мещанах — 25 031 руб. 431/2 коп.;  государственных крестьянах — 69 945 руб. 181/4 коп.;  временнообязанных крестьянах — 348 руб. 61/2 коп.;  поселенцах ведомства экспедиции о ссыльных — 82 259 руб. 143/4 коп. Всего: 155 083 руб. 83 коп. К взысканию податей и недоимок со стороны местного начальства приняты все зависящие от него законные меры, вследствие которых следующие от крестьян-старожилов подати изыскиваются сполна и большею частью прежде установленного срока, самая же большая часть недоимок остается: а) на крестьянах, переселившихся из внутренних губерний самовольно, которые, не получив поэтому никаких льгот и никакого от казны пособия, затрудняются в исправном платеже податей, и б) на крестьянах из поселенцев и на поселенцах, выбывших по разным случаям из мест водворения или сделавшихся неспособными к работам, за коих крестьянские общества в платеже податей и недоимок по закону не ответствуют, и потому все они подлежат исключению из окладов с числящеюся на них недоимкою, о чем собираются надлежащие сведения. В. Земские повинности Количество земских сборов простиралось, согласно Высочайше утвержденной смете земских повинностей на трехлетие с 1860 по 1863 г. и продолженной на 1863 и 1864 гг., до 169 549 руб. 391/2 коп."
