id;date_text;event_ref;context
d100;1 марта 1863 г.;;"32 VII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВОVII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВО А. Общее движение делопроизводства Ведомости о делопроизводстве приложены под № 1 и 2. В 1864 г. вообще число нерешенных дел, против предшествовавшего года, уменьшилось — 1 002, число же неисправленных бумаг увеличилось — 2 087. Делопроизводство собственно по канцелярии Общего губернского управления в 1864 г. шло весьма успешно. Б. Губернское правление Делопроизводство по Губернскому правлению в 1864 г. было особенно успешно. При вступлении в должность нового председателя 1 марта 1863 г. число нерешенных дел было 1 153 (в том числе продолжавшихся более 3 лет — 280); к 1865 г. общее количество нерешенных дел уменьшилось до 468 (в том числе продолжавшихся более 3 лет — 90). Против предшествовавшего года осталось нерешенных дел менее — 237, а неисполненных бумаг более — 126. В. Полиция В действиях городских полиций по исполнению законов упущений особенной важности не обнаружено. Производство дел по городским полициям, за исключением Красноярской, в 1864 г. шло довольно удовлетворительно; против 1863 г. осталось менее: нерешенных дел — 2, неисполненных бумаг — 399. Обязанности полицейских служителей в городах Красноярске, Канске и Минусинске относят местные мещане по очереди, и в Енисейске и Ачинске полицейские команды сформированы из нижних воинских чинов. Г. Пожарная часть В городах Красноярске, Енисейске и Ачинске пожарные команды сформированы из нижних воинских чинов; в замене этих команд предположено устроить команды общественные, какие существуют на прежних началах в городах Минусинске"
d101;1865 г.;;"32 VII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВОVII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВО А. Общее движение делопроизводства Ведомости о делопроизводстве приложены под № 1 и 2. В 1864 г. вообще число нерешенных дел, против предшествовавшего года, уменьшилось — 1 002, число же неисправленных бумаг увеличилось — 2 087. Делопроизводство собственно по канцелярии Общего губернского управления в 1864 г. шло весьма успешно. Б. Губернское правление Делопроизводство по Губернскому правлению в 1864 г. было особенно успешно. При вступлении в должность нового председателя 1 марта 1863 г. число нерешенных дел было 1 153 (в том числе продолжавшихся более 3 лет — 280); к 1865 г. общее количество нерешенных дел уменьшилось до 468 (в том числе продолжавшихся более 3 лет — 90). Против предшествовавшего года осталось нерешенных дел менее — 237, а неисполненных бумаг более — 126. В. Полиция В действиях городских полиций по исполнению законов упущений особенной важности не обнаружено. Производство дел по городским полициям, за исключением Красноярской, в 1864 г. шло довольно удовлетворительно; против 1863 г. осталось менее: нерешенных дел — 2, неисполненных бумаг — 399. Обязанности полицейских служителей в городах Красноярске, Канске и Минусинске относят местные мещане по очереди, и в Енисейске и Ачинске полицейские команды сформированы из нижних воинских чинов. Г. Пожарная часть В городах Красноярске, Енисейске и Ачинске пожарные команды сформированы из нижних воинских чинов; в замене этих команд предположено устроить команды общественные, какие существуют на прежних началах в городах Минусинске"
d102;1864 г.;;"32 VII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВОVII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВО А. Общее движение делопроизводства Ведомости о делопроизводстве приложены под № 1 и 2. В 1864 г. вообще число нерешенных дел, против предшествовавшего года, уменьшилось — 1 002, число же неисправленных бумаг увеличилось — 2 087. Делопроизводство собственно по канцелярии Общего губернского управления в 1864 г. шло весьма успешно. Б. Губернское правление Делопроизводство по Губернскому правлению в 1864 г. было особенно успешно. При вступлении в должность нового председателя 1 марта 1863 г. число нерешенных дел было 1 153 (в том числе продолжавшихся более 3 лет — 280); к 1865 г. общее количество нерешенных дел уменьшилось до 468 (в том числе продолжавшихся более 3 лет — 90). Против предшествовавшего года осталось нерешенных дел менее — 237, а неисполненных бумаг более — 126. В. Полиция В действиях городских полиций по исполнению законов упущений особенной важности не обнаружено. Производство дел по городским полициям, за исключением Красноярской, в 1864 г. шло довольно удовлетворительно; против 1863 г. осталось менее: нерешенных дел — 2, неисполненных бумаг — 399. Обязанности полицейских служителей в городах Красноярске, Канске и Минусинске относят местные мещане по очереди, и в Енисейске и Ачинске полицейские команды сформированы из нижних воинских чинов. Г. Пожарная часть В городах Красноярске, Енисейске и Ачинске пожарные команды сформированы из нижних воинских чинов; в замене этих команд предположено устроить команды общественные, какие существуют на прежних началах в городах Минусинске"
d103;1863 г.;;"32 VII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВОVII. МЕСТНАЯ АДМИНИСТРАЦИЯ И СУДОПРОИЗВОДСТВО А. Общее движение делопроизводства Ведомости о делопроизводстве приложены под № 1 и 2. В 1864 г. вообще число нерешенных дел, против предшествовавшего года, уменьшилось — 1 002, число же неисправленных бумаг увеличилось — 2 087. Делопроизводство собственно по канцелярии Общего губернского управления в 1864 г. шло весьма успешно. Б. Губернское правление Делопроизводство по Губернскому правлению в 1864 г. было особенно успешно. При вступлении в должность нового председателя 1 марта 1863 г. число нерешенных дел было 1 153 (в том числе продолжавшихся более 3 лет — 280); к 1865 г. общее количество нерешенных дел уменьшилось до 468 (в том числе продолжавшихся более 3 лет — 90). Против предшествовавшего года осталось нерешенных дел менее — 237, а неисполненных бумаг более — 126. В. Полиция В действиях городских полиций по исполнению законов упущений особенной важности не обнаружено. Производство дел по городским полициям, за исключением Красноярской, в 1864 г. шло довольно удовлетворительно; против 1863 г. осталось менее: нерешенных дел — 2, неисполненных бумаг — 399. Обязанности полицейских служителей в городах Красноярске, Канске и Минусинске относят местные мещане по очереди, и в Енисейске и Ачинске полицейские команды сформированы из нижних воинских чинов. Г. Пожарная часть В городах Красноярске, Енисейске и Ачинске пожарные команды сформированы из нижних воинских чинов; в замене этих команд предположено устроить команды общественные, какие существуют на прежних началах в городах Минусинске"
d104;1864 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d105;1864 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d106;1863 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d107;1864 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d108;1864 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d109;1863 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d110;7 января 1865 г.;;"33 и Канске. Составленный по сему проект находится в рассмотрении(х). Вообще пожарная часть находится в удовлетворительном состоянии. Д. Квартирная повинность Квартирная повинность в городах Енисейской губернии относится натурою. Назначение квартир производится уравнительно по очередным книгам. Жалоб на неуравнительное разделение постоя в 1864 г. не было. Е. Земская полиция Делопроизводство по земским судам в течение 1864 г. шло удовлетворительно, против 1863 г. осталось неисполненных бумаг менее — 91, а дел нерешенных более — 53. Ж. Опеки В 1864 г. находилось в опеке имений:  по малолетству наследников — 105;  помешательству в уме — 2;  слухонемоте — 1;  спорам наследников и неявке их — 3;  над имением неосторожных должников — 3;  за расточительность — 3. Итого: 117. Попечительств над несовершеннолетними, достигшими 17 лет, в 1864 г. — 35. В числе показанных по ведомости под № 7 опек над малолетними в 1863 г. учреждено: дворянских — 1 и городских — 15. _______________ (х) Представлен г-ну председательствующему в Совете Главного управления Восточной Сибири 7 января 1865 г. № 180."
d111;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d112;1862 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d113;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d114;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d115;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d116;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d117;1865 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d118;1864 г.;;"34 З. Думы, ратуши и словесные суды Действия городских дум, ратуши и словесных судов по всем предметам их ведомства, а в особенности по городскому хозяйству и торговой полиции, направлены были к увеличению городских доходов и к экономии в издержках. И. Казначейство Суммы по всем казначействам находятся в безопасных кладовых. Недостатка сумм и других беспорядков по казначействам в течение 1864 г. не обнаружено. Й. Архивы Губернский архив помещается в одном из корпусов упраздненной в г. Красноярске роты военных кантонистов, приобретенных в 1862 г. покупкою от военного ведомства. Прием дел производится в установленном порядке, и архив содержится исправно. Архивы в окружных городах находятся по возможности в удовлетворительном состоянии. В 1864 г. всех дел состояло 360 139. Делопроизводство по всем ведомствам По ведомству палат делопроизводство представляется в следующем виде. Оставалось к 1864 г. В 1864 г. поступило До 1864 г. решено К 1865 г. осталось По казенной палате Губернскому суду 1 129 136 1 985 695 1 983 702 1 131 129 Из сего следует, что в 1864 г. делопроизводство по казенной палате и губернскому суду было удовлетворительно. Об улучшении быта православного духовенства Содержание сельского духовенства в Енисейской губернии обеспечено производимым оному от казны жалованьем и отпуском хлеба из сельских экономических магазинов; кроме"
d119;1863 г.;;"35 того, священно- и церковнослужителям, за исключением весьма немногих, отведена сенокосная и огородная земля и устроены дела. Занятия открытого в 1863 г. под председательством местного архиерея Комитета для изыскания средств улучшения и обеспечения быта православного духовенства в Енисейской губернии продолжаются и в скором времени должны быть приведены к окончанию. Благонадежность лиц Большинство лиц, занимающих должности, отличаются добросовестностью, усердием и знанием дела и заслуживают особенной похвалы и внимания правительства. Награды и взыскания Из числа служащих в Енисейской губернии по всем ведомствам 478 чиновников награды получили 6 человек. Предано суду: 4 чиновника, 3 канцелярских служителя; удален от службы без прошения 1 человек. Виды предположения В 1864 г. представлено...1 1 Далее текст не сохранился. Прим. ред."
