Скоропостижно умершие - От пьянства - М.,Скоропостижно умершие - От пьянства - Ж.,Скоропостижно умершие - От неизвестных причин - М.,Скоропостижно умершие - От неизвестных причин - Ж.,Скоропостижно умершие - ИТОГО - М.,Скоропостижно умершие - ИТОГО - Ж.,Найденные мертвые тела - М.,Найденные мертвые тела - Ж.,Жертвы случайной смерти - Убито громом - М.,Жертвы случайной смерти - Убито громом - Ж.,Жертвы случайной смерти - Задавлено и упало с высоты - М.,Жертвы случайной смерти - Задавлено и упало с высоты - Ж.,Жертвы случайной смерти - Сгорело и убито на пожарах - М.,Жертвы случайной смерти - Сгорело и убито на пожарах - Ж.,Жертвы случайной смерти - Умерло от угара - М.,Жертвы случайной смерти - Умерло от угара - Ж.,Жертвы случайной смерти - Замерзло - М.,Жертвы случайной смерти - Замерзло - Ж.,Жертвы случайной смерти - Утонуло - М.,Жертвы случайной смерти - Утонуло - Ж.,Жертвы случайной смерти - Укушено до смерти зверями - М.,Жертвы случайной смерти - Укушено до смерти зверями - Ж.,Жертвы случайной смерти - Умерло от других случайностей - М.,Жертвы случайной смерти - Умерло от других случайностей - Ж.,Жертвы случайной смерти - Всего умерло - М.,Жертвы случайной смерти - Всего умерло - Ж.,Всего умерло от насильственной смерти и случайностей - М.,Всего умерло от насильственной смерти и случайностей - Ж.
3,2,4,—,13,5,2,—,—,1,—,—,—,—,—,2,—,1,—,—,—,—,—,4,—,23,6
8,—,12,2,31,4,5,—,—,5,—,1,1,—,—,2,—,5,—,—,—,3,2,16,3,58,13
—,—,1,1,4,1,—,—,—,—,—,—,—,—,1,2,2,—,—,—,—,—,1,1,3,2,7,4
3,2,6,—,17,3,2,—,—,2,1,—,—,1,—,2,—,1,—,—,—,2,—,8,1,47,6
3,1,—,3,3,4,—,—,—,—,—,—,—,—,1,1,—,—,—,—,—,—,—,—,3,4
2,—,8,1,14,3,4,—,—,1,—,1,1,2,1,—,—,3,—,—,—,2,—,9,2,42,9
—,—,1,—,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,4,—
4,1,9,4,19,6,2,—,1,—,3,—,—,—,—,—,1,—,1,1,—,—,—,1,5,3,37,12
2,—,—,—,3,2,1,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,1,—,6,3
3,—,6,1,14,4,2,—,—,1,—,—,—,—,—,1,—,1,—,—,—,2,—,4,—,29,6
28,6,47,12,121,32,18,—,1,—,12,1,2,2,3,2,10,—,12,1,—,—,10,4,50,11,268,63
