"Число семей","Размер движения: Душ в них: М.","Размер движения: Душ в них: Ж.","Размер движения: Душ в них: Итого","В том числе перечисленных уже семей","Число подвод у выбывших","Направление: На родину","Направление: На другие губернии","Продолжительность пребывания в округе: До 1 года","Продолжительность пребывания в округе: До 3 лет","Продолжительность пребывания в округе: До 5 лет"
"67*) ***)","162","161","323","5","Сведений не собрано.","42","25","28**)","29","8"
