"Число семей","Зарегистрировано: Душ из них: М.","Зарегистрировано: Душ из них: Ж.","Зарегистрировано: Душ из них: Итого","Оставили родину: С разрешения","Оставили родину: Самовольно","Во время пути пользовались бесплатно: Лечением (душ)","Во время пути пользовались бесплатно: Продовольствием (семей)","Принадлежат к числу: Крестьян","Принадлежат к числу: Мещан, отставных солдат и проч.","Принадлежат к числу: Казаков","Избрали местом для жительства: Общества крестьян-старок.","Избрали местом для жительства: Переселенческие участки","Избрали местом для жительства: Не избрали еще таких мест и продолжают осмотр","Не явились к чиновнику и где проживают сведениями не выяснено","Предполагают возвратиться обратно","Возвратились за 1895"
"218","654","582","1 236 **)","95","123","54 душ","27 семей","183","9","26","27","90","64","21****)","7",""
