"Прочность устройства: Имели наделы","Прочность устройства: Арендовали у крестьян старожилов","Прочность устройства: Не имели земли","Прочность устройства: Имели дома","Прочность устройства: Проживали на квартирах","Причины обратного выселения"
"13 (...?...)","5","49","23","44","Вообще, исключая ссылки на гористую местность и сожаления членов семьи о родине, других причин не объяснено. По словам же Тобольских переселенцев возвращаются они на родину вследствие прекращения там неурожаев."
